Date/Time(US/Pacific),DO%(%),pH(pH),Salinity(PSU),Water Temp(C)
5/24/2026 20:00,107.6,8,26.7,14.8
5/24/2026 21:00,109.7,8,27.6,14
5/24/2026 22:00,107.3,8,27.2,14.2
5/24/2026 23:00,104.3,7.9,27.5,13.9
5/25/2026 0:00,103.2,7.9,27.3,14
5/25/2026 1:00,101.7,7.9,26.7,14.7
5/25/2026 2:00,106.6,8,27.3,14.1
5/25/2026 3:00,111.7,8,27.1,14.4
5/25/2026 4:00,113.3,8,27.8,13.9
5/25/2026 5:00,116,8,27.8,13.9
5/25/2026 6:00,110,8,27,14.3
5/25/2026 7:00,108.6,8,27.7,13.8
5/25/2026 8:00,107.1,8,27.1,14.2
5/25/2026 9:00,108.1,8,27.3,14.2
5/25/2026 10:00,110.3,8,27,14.4
5/25/2026 11:00,111.7,8,27.2,14.3
5/25/2026 12:00,116.5,8,27.1,14.3
5/25/2026 13:00,115.6,8,26.6,14.9
5/25/2026 14:00,114.5,8,26.7,14.9
5/25/2026 15:00,115.9,8,27,14.7
5/25/2026 16:00,114,8,26.4,15
5/25/2026 17:00,109.2,8,26.1,15.1
5/25/2026 18:00,108.4,8,26.2,15
5/25/2026 19:00,112,8,26.6,14.6
5/25/2026 20:00,110.8,8,27.2,14.3
5/25/2026 21:00,107.7,8,26.9,14.4
5/25/2026 22:00,110,8,27,14.4
5/25/2026 23:00,105.6,8,26.4,14.6
5/26/2026 0:00,98.1,7.9,25.6,14.6
5/26/2026 1:00,98.9,7.9,24.9,14.6
5/26/2026 2:00,98.5,7.9,24.8,14.7
5/26/2026 3:00,99.9,7.9,25.4,14.8
5/26/2026 4:00,100.5,7.9,25.2,14.7
5/26/2026 5:00,102.8,7.9,25.5,14.8
5/26/2026 6:00,96.2,7.9,25,14.6
5/26/2026 7:00,97.3,7.9,25.3,14.7
5/26/2026 8:00,97.1,7.9,25.1,14.7
5/26/2026 9:00,100.6,7.9,25.1,14.7
5/26/2026 10:00,103.8,8,25.3,14.8
5/26/2026 11:00,106.2,8,25.2,14.8
5/26/2026 12:00,110,8,24.7,15
5/26/2026 13:00,114.3,8,23.6,15.3
5/26/2026 14:00,114,8,24.3,15.3
5/26/2026 15:00,111.9,8,25,14.9
5/26/2026 16:00,114,8,24.3,15.2
5/26/2026 17:00,114.3,8,24.5,15.3
5/26/2026 18:00,112.1,8,24.7,15.4
5/26/2026 19:00,110.8,8,26,14.8
5/26/2026 20:00,109.3,8,27,14.3
5/26/2026 21:00,109.3,8,27,14.3
5/26/2026 22:00,116.8,8,27.3,14.2
5/26/2026 23:00,118.9,8,27.4,14.6
5/27/2026 0:00,116.6,8,27.1,14.8
5/27/2026 1:00,113,8,26.9,15
5/27/2026 2:00,111.7,8,27,15
5/27/2026 3:00,101.9,7.9,27,14.9
5/27/2026 4:00,106.4,8,26,15
5/27/2026 5:00,105.9,8,25.1,15.4
5/27/2026 6:00,102.2,7.9,25.2,15.3
5/27/2026 7:00,103.1,7.9,24.6,15.4
5/27/2026 8:00,101.2,7.9,24.4,15.5
5/27/2026 9:00,107.3,8,25.2,15.1
5/27/2026 10:00,112.9,8,25.9,15.3
5/27/2026 11:00,115.1,8,25.9,15.2
5/27/2026 12:00,124.7,8,28.3,14.3
5/27/2026 13:00,122.1,8,27,14.9
5/27/2026 14:00,126,8.1,26.5,15.4
5/27/2026 15:00,123.8,8,26.8,15.1
5/27/2026 16:00,126.7,8,27.8,14.7
5/27/2026 17:00,125.5,8,27.1,15.1
5/27/2026 18:00,126.8,8,28.6,14.2
5/27/2026 19:00,126.2,8,28.8,13.9
5/27/2026 20:00,123.8,8,29.5,13.2
5/27/2026 21:00,119.6,8,29.1,13.6
5/27/2026 22:00,115.5,8,29,13.7
5/27/2026 23:00,110.7,8,29.4,13.4
5/28/2026 0:00,113.1,8,29.2,13.5
5/28/2026 1:00,108.8,7.9,27.4,14.6
5/28/2026 2:00,105.4,7.9,26.1,15.3
5/28/2026 3:00,104.5,7.9,25.9,15.5
5/28/2026 4:00,96.5,7.9,25.4,15.6
5/28/2026 5:00,99.2,7.9,25.1,15.7
5/28/2026 6:00,96.2,7.9,24.8,15.9
5/28/2026 7:00,98.8,7.9,24.6,15.9
5/28/2026 8:00,104.9,7.9,25,15.9
5/28/2026 9:00,109.8,8,25.5,15.8
5/28/2026 10:00,113.7,8,25.4,15.8
5/28/2026 11:00,124.3,8,27.4,14.5
5/28/2026 12:00,122.6,8,27.2,15
5/28/2026 13:00,127.8,8,28.6,14.1
5/28/2026 14:00,100.9,7.1,28.6,17.3
5/28/2026 15:00,129.4,8,28.1,14.9
5/28/2026 16:00,128.9,8,27.7,14.9
5/28/2026 17:00,130.3,8,28.4,14.5
5/28/2026 18:00,133.1,8.1,29.8,13.3
5/28/2026 19:00,130.2,8,30,13.2
5/28/2026 20:00,130.1,8,30.2,12.8
5/28/2026 21:00,127.5,8,29.6,13.4
5/28/2026 22:00,121.5,8,27.8,14.5
5/28/2026 23:00,128.4,8,30.2,12.7
5/29/2026 0:00,125.8,8,29.6,13
5/29/2026 1:00,119.9,8,28.9,13.9
5/29/2026 2:00,124,8,28.5,14.2
5/29/2026 3:00,117.1,8,27.9,14.7
5/29/2026 4:00,115.9,8,27,15.2
5/29/2026 5:00,113,8,26.4,15.7
5/29/2026 6:00,107.3,8,25.4,16.2
5/29/2026 7:00,105.1,8,25.4,16.2
5/29/2026 8:00,107.4,8,25.6,16.1
5/29/2026 9:00,109.2,8,25.9,16
5/29/2026 10:00,118.3,8,27.7,15
5/29/2026 11:00,110.7,8,26.2,15.8
5/29/2026 12:00,118.9,8,27.7,15.1
5/29/2026 13:00,125.7,8,28.7,14.5
5/29/2026 14:00,123.4,8.1,27.1,15.7
5/29/2026 15:00,126.7,8.1,27.7,15.5
5/29/2026 16:00,118.2,8,27,16
5/29/2026 17:00,115.8,8,27.1,16
5/29/2026 18:00,114.7,8,27.2,16.1
5/29/2026 19:00,114.2,8,27.3,16
5/29/2026 20:00,111.9,8,27.4,15.9
5/29/2026 21:00,109.7,8,27.4,15.8
5/29/2026 22:00,104,8,27.6,15.7
5/29/2026 23:00,99.2,8,27.5,15.7
5/30/2026 0:00,105,8,27.4,15.8
5/30/2026 1:00,100.1,8,27.4,15.7
5/30/2026 2:00,105.5,8,27.6,15.7
5/30/2026 3:00,96.9,7.9,27.6,15.6
5/30/2026 4:00,96.5,7.9,27.6,15.5
5/30/2026 5:00,99.9,7.9,27.5,15.7
5/30/2026 6:00,101.8,8,27.5,15.7
5/30/2026 7:00,105,8,27.3,15.8
5/30/2026 8:00,108.4,8,26,15.8
5/30/2026 9:00,108.1,8,25,15.9
5/30/2026 10:00,113.7,8,26.3,15.9
5/30/2026 11:00,117.4,8,27.3,15.8
5/30/2026 12:00,120.6,8.1,27.7,15.8
5/30/2026 13:00,122.3,8.1,27.8,15.7
5/30/2026 14:00,124.8,8.1,27.8,15.9
5/30/2026 15:00,125.6,8.1,27.7,16
5/30/2026 16:00,123.7,8.1,27.8,15.8
5/30/2026 17:00,123,8.1,28.1,15.6
5/30/2026 18:00,122.4,8.1,28,15.5
5/30/2026 19:00,113.9,8,24.9,16.8
5/30/2026 20:00,112.5,8,25.7,16.4
5/30/2026 21:00,105.3,8,28.4,15.2
5/30/2026 22:00,107.6,8,28.7,14.9
5/30/2026 23:00,110.5,8,28.6,14.8
5/31/2026 0:00,115.1,8,28,15.2
5/31/2026 1:00,110.4,8,27.8,15.3
5/31/2026 2:00,112.3,8,28.3,15
5/31/2026 3:00,106,8,28.3,15.1
5/31/2026 4:00,109,8,27.5,15.5
5/31/2026 5:00,103.7,8,27.1,15.6
5/31/2026 6:00,100.7,7.9,26.5,15.9
5/31/2026 7:00,104.5,8,26.1,16
5/31/2026 8:00,103.7,8,25.7,16
5/31/2026 9:00,105.3,8,24.5,15.7
5/31/2026 10:00,112.9,8,26.2,16.1
5/31/2026 11:00,116.5,8,26.5,16.2
5/31/2026 12:00,116.3,8,26.7,15.9
5/31/2026 13:00,120.1,8,27.2,15.8
5/31/2026 14:00,120.9,8.1,26.8,16
5/31/2026 15:00,123,8.1,27.1,16
5/31/2026 16:00,120,8,27,15.8
5/31/2026 17:00,126.3,8,28.8,14.6
5/31/2026 18:00,118,8,27,15.7
5/31/2026 19:00,117,8,26.7,15.8
5/31/2026 20:00,114.3,8,27.7,15.1
5/31/2026 21:00,114.1,8,28.4,14.4
5/31/2026 22:00,111.5,8,28.3,14.4
5/31/2026 23:00,119.7,8,29.7,13.3
6/1/2026 0:00,114.8,8,29.6,13.4
6/1/2026 1:00,116.2,8,28.4,14.2
6/1/2026 2:00,110.6,8,28.1,14.5
6/1/2026 3:00,103.7,7.9,28.1,14.5
6/1/2026 4:00,104,7.9,27.1,15.1
6/1/2026 5:00,97,7.9,26.5,15.3
6/1/2026 6:00,95.5,7.9,25.9,15.6
6/1/2026 7:00,96.7,7.9,25.8,15.6
6/1/2026 8:00,100.5,7.9,25.9,15.5
6/1/2026 9:00,105.3,7.9,25.7,15.7
6/1/2026 10:00,109,8,25.6,15.8
6/1/2026 11:00,113.1,8,25.7,15.8
6/1/2026 12:00,112.2,8,25.9,15.7
6/1/2026 13:00,114.1,8,25.9,15.7
6/1/2026 14:00,116.8,8,26.4,15.5
6/1/2026 15:00,119,8,27.4,14.7
6/1/2026 16:00,119.4,8,27.4,14.7
6/1/2026 17:00,120.1,8,27.7,14.6
6/1/2026 18:00,117.8,8,27,15.1
6/1/2026 19:00,113.9,8,26.5,15.2
6/1/2026 20:00,113,8,26.3,15.5
6/1/2026 21:00,122.5,8,30.1,13
6/1/2026 22:00,121,8,30.5,12.4
6/1/2026 23:00,119.6,8,30.7,12.1
6/2/2026 0:00,111.4,7.9,30.2,12.7
6/2/2026 1:00,116.8,8,29.3,13.4
6/2/2026 2:00,117,8,28.2,14.5
6/2/2026 3:00,109.2,7.9,27.1,15
6/2/2026 4:00,103.4,7.9,26.4,15.4
6/2/2026 5:00,98.2,7.9,25.1,15.8
6/2/2026 6:00,92,7.8,25.7,15.6
6/2/2026 7:00,97.6,7.9,24.1,16.1
6/2/2026 8:00,97.6,7.9,24,16.1
6/2/2026 9:00,104.2,7.9,24.5,15.9
6/2/2026 10:00,107.1,7.9,23.9,16.2
6/2/2026 11:00,109.5,8,23.9,16.3
6/2/2026 12:00,110.7,8,23.7,16.4
6/2/2026 13:00,117.3,8,25.1,16.2
6/2/2026 14:00,119.7,8,26.6,15.1
6/2/2026 15:00,118.4,8,27.8,14.2
6/2/2026 16:00,122.1,8,27.8,14.6
6/2/2026 17:00,121.4,8,27.6,14.8
6/2/2026 18:00,121.6,8,27.7,14.8
6/2/2026 19:00,120.5,8,28.4,14.5
6/2/2026 20:00,121.3,8,29.6,13.6
6/2/2026 21:00,121.6,8,30.1,13
6/2/2026 22:00,112.4,7.9,30.7,12
6/2/2026 23:00,108,7.9,30.8,11.9
6/3/2026 0:00,70.3,7.7,31.3,10.9
6/3/2026 1:00,75.3,7.7,31.3,10.9
6/3/2026 2:00,89.2,7.8,31.2,11.1
6/3/2026 3:00,87.6,7.8,31.2,11.2
6/3/2026 4:00,97.9,7.9,31.1,11.2
6/3/2026 5:00,108.6,7.9,30.6,12.1
6/3/2026 6:00,107.6,7.9,30.6,12.1
6/3/2026 7:00,106.8,7.9,26.7,15.1
6/3/2026 8:00,105.2,7.9,25.9,15.6
6/3/2026 9:00,105.2,7.9,23.7,17
6/3/2026 10:00,109.7,7.9,24.2,16.6
6/3/2026 11:00,109.5,7.9,24.6,16.6
6/3/2026 12:00,114,8,26.1,15.9
6/3/2026 13:00,119.7,8,29.2,13.4
6/3/2026 14:00,117.6,8,30.6,12.3
6/3/2026 15:00,118.5,8,30.9,11.8
6/3/2026 16:00,117.7,8,31,11.7
6/3/2026 17:00,120.6,8,29.2,13.7
6/3/2026 18:00,118.2,8,28.9,14
6/3/2026 19:00,116.6,8,28.1,14.8
6/3/2026 20:00,116.7,8,28.9,14.1
6/3/2026 21:00,113.3,8,28.1,15.4
6/3/2026 22:00,109.8,7.9,29.1,14
6/3/2026 23:00,117.1,8,28.3,15.8
6/4/2026 0:00,113.7,8,28.8,15.4
6/4/2026 1:00,120.8,8,28.9,15.1
6/4/2026 2:00,120.9,8,29.2,14.9
6/4/2026 3:00,120.3,8,29.4,14.7
6/4/2026 4:00,114.7,8,29.1,14.5
6/4/2026 5:00,113.6,8,29.1,14.4
6/4/2026 6:00,106.6,7.9,29.2,14.3
6/4/2026 7:00,107.6,7.9,26.9,15.9
6/4/2026 8:00,108.9,8,27.1,15.9
6/4/2026 9:00,112.4,8,27.5,15.8
6/4/2026 10:00,111.4,8,26.8,16.1
6/4/2026 11:00,114.4,8,27.6,16
6/4/2026 12:00,113.8,8,27.4,16.4
6/4/2026 13:00,114,8,27.9,16.1
6/4/2026 14:00,114,8,27.9,16.3
6/4/2026 15:00,111.2,8,28,16.3
6/4/2026 16:00,112.6,8,28.2,16.3
6/4/2026 17:00,111.3,8,28.3,16.3
6/4/2026 18:00,108.4,8,28.1,16.3
6/4/2026 19:00,106.2,8,28.1,16.2
6/4/2026 20:00,106.6,8,28.2,16.3
6/4/2026 21:00,110.5,8,29,15.1
6/4/2026 22:00,106.3,8,28.4,15.9
6/4/2026 23:00,108.5,8,28.4,15.6
6/5/2026 0:00,109.5,8,29.2,14.4
6/5/2026 1:00,111.2,8,28.8,14.9
6/5/2026 2:00,108.5,8,28.1,15.5
6/5/2026 3:00,107,8,27.8,15.7
6/5/2026 4:00,106.1,8,28.2,15.5
6/5/2026 5:00,99.7,7.9,28.2,15.5
6/5/2026 6:00,105.5,8,28.1,15.6
6/5/2026 7:00,105,8,27.6,15.8
6/5/2026 8:00,98.2,7.9,27.6,15.8
6/5/2026 9:00,93.9,7.9,27.5,15.8
6/5/2026 10:00,107.5,8,27.4,15.9
6/5/2026 11:00,110.3,8,26.6,16.1
6/5/2026 12:00,115.2,8,27.1,16.1
6/5/2026 13:00,114.7,8,27.4,16.1
6/5/2026 14:00,112.9,8,27,16.2
6/5/2026 15:00,111.2,8,27.2,16.1
6/5/2026 16:00,113.7,8,27.3,16.1
6/5/2026 17:00,111.4,8,27.4,16.1
6/5/2026 18:00,110.5,8,27.2,16.1
6/5/2026 19:00,107.8,8,26.8,16
6/5/2026 20:00,109.4,8,27.4,15.9
6/5/2026 21:00,111.5,8,28.4,15.3
6/5/2026 22:00,109.1,8,27.9,15.7
6/5/2026 23:00,105,7.9,28.3,15.4
6/6/2026 0:00,111.7,7.9,30.1,13.2
6/6/2026 1:00,110.2,7.9,29.4,14
6/6/2026 2:00,114.9,8,28.8,14.9
6/6/2026 3:00,106,7.9,28.6,15
6/6/2026 4:00,101.6,7.9,28.1,15.1
6/6/2026 5:00,106,7.9,27.9,15.3
6/6/2026 6:00,103.7,7.9,27.7,15.4
6/6/2026 7:00,102.1,7.9,27.3,15.4
6/6/2026 8:00,103.3,7.9,26.2,15.5
6/6/2026 9:00,110.3,8,26.7,15.7
6/6/2026 10:00,113,8,26.7,15.9
6/6/2026 11:00,115.8,8,25.9,15.9
6/6/2026 12:00,116.3,8,25.7,16
6/6/2026 13:00,110.8,8,25,15.8
6/6/2026 14:00,112.3,8,24.8,15.7
6/6/2026 15:00,112.4,8,25.7,15.8
6/6/2026 16:00,113.4,8,26.6,15.8
6/6/2026 17:00,110,8,26.6,15.7
6/6/2026 18:00,107.7,8,27.3,15.6
6/6/2026 19:00,105.5,8,27,15.7
6/6/2026 20:00,105.9,7.9,26.5,15.7
6/6/2026 21:00,101.7,7.9,26.7,15.3
6/6/2026 22:00,108.1,7.9,29,14.5
6/6/2026 23:00,111.6,8,28.4,15
6/7/2026 0:00,106,7.9,28.3,15
6/7/2026 1:00,111.3,8,28.7,14.9
6/7/2026 2:00,106.3,7.9,28.8,14.8
6/7/2026 3:00,104.5,7.9,27.8,15.2
6/7/2026 4:00,107.1,7.9,28.2,15.1
6/7/2026 5:00,105.9,7.9,27.7,15.3
6/7/2026 6:00,102.5,7.9,27.2,15.5
6/7/2026 7:00,98.7,7.9,26.5,15.5
6/7/2026 8:00,99.1,7.9,25.8,15.5
6/7/2026 9:00,100.8,7.9,25.3,15.5
6/7/2026 10:00,108.1,8,25.5,15.6
6/7/2026 11:00,109.1,8,25.6,15.7
6/7/2026 12:00,111.6,8,24.7,15.8
6/7/2026 13:00,111.5,8,24.5,16
6/7/2026 14:00,112.8,8,25,16.1
6/7/2026 15:00,114.2,8,25.8,16
6/7/2026 16:00,115.8,8,26.9,15.8
6/7/2026 17:00,114.3,8,26.7,15.8
6/7/2026 18:00,112.7,8,26.8,15.7
6/7/2026 19:00,111.3,8,28.2,15.5
6/7/2026 20:00,109.8,8,27.6,15.7
6/7/2026 21:00,106.4,7.9,27.1,15.8
6/7/2026 22:00,104.9,8,28.7,15.3
6/7/2026 23:00,106.3,7.9,27.7,15.6
6/8/2026 1:00,108.5,8,27.4,15.6
6/8/2026 2:00,106.3,7.9,27.3,15.7
6/8/2026 3:00,107.7,7.9,27.9,15.5
6/8/2026 4:00,102.8,7.9,27.4,15.6
6/8/2026 5:00,102.9,7.9,27.6,15.6
6/8/2026 6:00,97.2,7.9,26.9,15.6
6/8/2026 7:00,100.3,7.9,27,15.6
6/8/2026 8:00,101.6,7.9,26.5,15.7
6/8/2026 9:00,100.8,7.9,26.5,15.7
6/8/2026 10:00,104,7.9,25.7,15.7
6/8/2026 11:00,105.7,7.9,25.3,15.6
6/8/2026 12:00,106.6,8,24.5,15.6
6/8/2026 13:00,106.4,8,25,15.6
6/8/2026 14:00,110,8,24.5,15.6
6/8/2026 15:00,107.8,8,24.4,15.6
6/8/2026 16:00,106.8,8,24.2,15.6
6/8/2026 17:00,102.9,7.9,24.1,15.6
6/8/2026 18:00,102.7,7.9,24.2,15.6
6/8/2026 19:00,99.7,7.9,24.2,15.6
6/8/2026 20:00,90,7.9,25.1,15.4
6/8/2026 21:00,101.2,7.9,24.7,15.5
6/8/2026 22:00,93.4,7.9,24,15.6
6/8/2026 23:00,97.2,7.9,24.1,15.6
6/9/2026 0:00,95,7.9,24.1,15.6
6/9/2026 1:00,97.7,7.9,24.4,15.6
6/9/2026 2:00,94,7.9,23.6,15.6
6/9/2026 3:00,90.8,7.8,23.5,15.6
6/9/2026 4:00,98.9,7.9,25.1,15.6
6/9/2026 5:00,92.7,7.9,25.6,15.5
6/9/2026 6:00,94.9,7.9,25.9,15.2
6/9/2026 7:00,105.8,7.9,29.1,13.9
6/9/2026 8:00,100.7,7.9,29.3,13.8
6/9/2026 9:00,113.6,8,29.3,14
6/9/2026 10:00,113.2,8,29.4,14.1
6/9/2026 11:00,115.7,8,28.9,14.4
6/9/2026 12:00,110.8,8,25.4,15.5
6/9/2026 13:00,111.8,8,25.9,15.4
6/9/2026 14:00,111.2,8,26.4,15.2
6/9/2026 15:00,112.9,8,26.5,15.1
6/9/2026 16:00,114.1,8,27.2,15.1
6/9/2026 17:00,114.7,8,28.1,14.6
6/9/2026 18:00,113.1,8,28.7,14.1
6/9/2026 19:00,112.8,8,29.2,13.8
6/9/2026 20:00,107.9,8,28,14.4
6/9/2026 21:00,109.4,8,28.9,14
6/9/2026 22:00,104.6,7.9,28.3,14.3
6/9/2026 23:00,104.6,7.9,28.6,14.2
6/10/2026 0:00,107.7,8,28.1,14.4
6/10/2026 1:00,104.9,7.9,27.8,14.6
6/10/2026 2:00,104,7.9,26.8,15
6/10/2026 3:00,96.8,7.9,26.6,15.1
6/10/2026 4:00,93.9,7.9,27,14.9
6/10/2026 5:00,101.5,7.9,27.6,14.6
6/10/2026 6:00,102.2,8,27.8,14.5
6/10/2026 7:00,97.6,7.9,28,14.5
6/10/2026 8:00,103.4,7.9,26.9,14.8
6/10/2026 9:00,106.8,8,28.1,14.3
6/10/2026 10:00,109,8,28.2,14.3
6/10/2026 11:00,111.6,8,28.2,14.3
6/10/2026 12:00,113.6,8,28.2,14.4
6/10/2026 13:00,118.8,8.1,28.1,14.5
6/10/2026 14:00,117.2,8,27.6,14.7
6/10/2026 15:00,119.3,8.1,28,14.6
6/10/2026 16:00,116.5,8,27.5,14.8
6/10/2026 17:00,114.4,8,27.8,14.6
6/10/2026 18:00,116.8,8,27.8,14.8
6/10/2026 19:00,112.7,8,28.1,14.5
6/10/2026 20:00,110.6,8,28.3,14.4
6/10/2026 21:00,107.1,8,28.4,14.3
6/10/2026 22:00,101.9,8,28.4,14.3
6/10/2026 23:00,106.9,8,28.5,14.3
6/11/2026 0:00,101.6,8,28.5,14.3
6/11/2026 1:00,105.8,8,28.8,14.2
6/11/2026 2:00,102.9,8,28.4,14.3
6/11/2026 3:00,102.9,8,28.3,14.3
6/11/2026 4:00,102,8,27.9,14.4
6/11/2026 5:00,98.9,7.9,25.9,14.4
6/11/2026 6:00,95.1,7.9,26.6,14.4
6/11/2026 7:00,103.3,8,27.9,14.4
6/11/2026 8:00,101.7,8,28,14.5
6/11/2026 9:00,105.7,8,27.1,14.5
6/11/2026 10:00,113.5,8,27.8,14.6
6/11/2026 11:00,117.6,8,27.8,14.7
6/11/2026 12:00,117.9,8,28.3,14.5
6/11/2026 13:00,117.5,8,28.4,14.5
6/11/2026 14:00,118.8,8,28.3,14.7
6/11/2026 15:00,121.4,8.1,27.4,15.1
6/11/2026 16:00,119.8,8,28.4,14.7
6/11/2026 17:00,121.4,8.1,28.1,14.9
6/11/2026 18:00,118.8,8,28.2,14.8
6/11/2026 19:00,113.6,8,28.7,14.4
6/11/2026 20:00,112,8,28.7,14.4
6/11/2026 21:00,110.8,8,28.5,14.5
6/11/2026 22:00,109,8,28.4,14.6
6/11/2026 23:00,102.2,7.9,28.8,14.3
6/12/2026 0:00,99.5,7.9,28.6,14.4
6/12/2026 1:00,97.7,7.9,28.4,14.5
6/12/2026 2:00,96.3,7.9,28.9,14.3
6/12/2026 3:00,99.9,7.9,28.3,14.6
6/12/2026 4:00,99.6,7.9,27.4,15
6/12/2026 5:00,90.3,7.9,27.3,15
6/12/2026 6:00,97,7.9,25,15.2
6/12/2026 7:00,96.2,7.9,26.2,15
6/12/2026 8:00,99.2,7.9,26.7,15
6/12/2026 9:00,108.3,8,27.3,15
6/12/2026 10:00,108.9,8,27.3,15.1
6/12/2026 11:00,116.6,8,28.1,14.8
6/12/2026 12:00,119.4,8,28.4,14.7
6/12/2026 13:00,127.8,8.1,28.5,14.9
6/12/2026 14:00,132.3,8.1,27.9,15.4
6/12/2026 15:00,117.4,8,26,15.7
6/12/2026 16:00,121.1,8,26,16.1
6/12/2026 17:00,121.6,8,27.9,15.2
6/12/2026 18:00,120.8,8,27.5,15.4
6/12/2026 19:00,113.1,8,27.7,15.1
6/12/2026 20:00,111.8,8,27.5,15.2
6/12/2026 21:00,102.8,7.9,29.3,14.3
6/12/2026 22:00,103.1,7.9,28.7,14.5
6/12/2026 23:00,101.5,7.9,28.3,14.7
6/13/2026 0:00,94.1,7.9,28,14.7
6/13/2026 1:00,93.6,7.9,27.8,14.8
6/13/2026 2:00,90.5,7.8,27.5,14.9
6/13/2026 3:00,97.3,7.9,27.1,15.1
6/13/2026 4:00,90.4,7.8,25.4,15.9
6/13/2026 5:00,87.6,7.8,25.2,16
6/13/2026 6:00,91,7.8,24.6,16
6/13/2026 7:00,95.5,7.9,24.4,15.8
6/13/2026 8:00,97.9,7.9,25.1,15.8
6/13/2026 9:00,102.8,7.9,25.1,15.8
6/13/2026 10:00,110.2,8,25.2,15.7
6/13/2026 11:00,113.6,8,26.5,15.4
6/13/2026 12:00,116.2,8,25.8,15.6
6/13/2026 13:00,122.4,8,27.2,15.2
6/13/2026 14:00,126.8,8.1,26.7,15.5
6/13/2026 15:00,119.3,8,28,14.6
6/13/2026 16:00,122.2,8,29,14.5
6/13/2026 17:00,119.9,8,27.6,15.2
6/13/2026 18:00,121.3,8,30.1,13.9
6/13/2026 19:00,118.3,8,27.8,15.2
6/13/2026 20:00,113,8,27.4,15.2
6/13/2026 21:00,113.1,8,29,14.4
6/13/2026 22:00,109.7,8,29.3,14.2
6/13/2026 23:00,106.8,8,29,14.4
6/14/2026 0:00,104.7,7.9,28.4,14.6
6/14/2026 1:00,97.5,7.9,27.9,14.8
6/14/2026 2:00,96.3,7.9,27.7,15
6/14/2026 3:00,89.8,7.8,27.1,15.3
6/14/2026 4:00,89.5,7.8,24.8,16.3
6/14/2026 5:00,86.2,7.8,23.5,16.8
6/14/2026 6:00,96.6,7.9,23.2,16.6
6/14/2026 7:00,94.9,7.8,23.1,16.6
6/14/2026 8:00,97.4,7.9,23.2,16.6
6/14/2026 9:00,104.9,7.9,23.4,16.9
6/14/2026 10:00,111.1,8,23.5,17
6/14/2026 11:00,116.1,8,24.2,16.8
6/14/2026 12:00,116.2,8,26,15.8
6/14/2026 13:00,121.4,8,29.1,14.4
6/14/2026 14:00,124,8,30.5,13.5
6/14/2026 15:00,124.2,8,29.6,14.1
6/14/2026 16:00,124.4,8,29.7,14
6/14/2026 17:00,123,8,30,13.7
6/15/2026 5:00,110.5,8,28.4,15
6/15/2026 6:00,103.5,7.9,26.9,16.1
6/15/2026 7:00,103.6,7.9,25,16.8
6/15/2026 8:00,103.6,7.9,23.3,17.6
6/15/2026 9:00,109.4,7.9,23.5,17.7
6/15/2026 10:00,113.7,8,24.2,17.5
6/15/2026 11:00,120.5,8,25.9,16.9
6/15/2026 12:00,117.5,8,27.3,16
6/15/2026 13:00,121.6,8,29.1,14.8
6/15/2026 14:00,125.7,8,29.7,14.3
6/15/2026 15:00,125.3,8,30,14.1
6/15/2026 16:00,126.7,8,30.1,14
6/15/2026 17:00,124.3,8,30.2,13.8
6/15/2026 18:00,127.2,8,30.2,14
6/15/2026 19:00,122.9,8,30.5,13.7
6/15/2026 20:00,117.6,8,30.5,13.5
6/15/2026 21:00,114.1,8,29.7,14.2
6/15/2026 22:00,110.8,8,28.7,15
6/15/2026 23:00,113,8,30,13.9
6/16/2026 0:00,111.2,8,30.3,13.7
6/16/2026 1:00,111.7,8,30.5,13.5
6/16/2026 2:00,106.4,7.9,30.9,12.9
6/16/2026 3:00,104.8,7.9,29.7,14.3
6/16/2026 4:00,101.7,7.9,29.1,14.8
6/16/2026 5:00,104.1,7.9,29.2,14.7
6/16/2026 6:00,107.8,7.9,27.6,16.3
6/16/2026 7:00,103.9,7.9,26.9,16.8
6/16/2026 8:00,111.1,8,27.1,16.8
6/16/2026 9:00,111.5,8,27.5,16.7
6/16/2026 10:00,113.6,8,27.6,16.7
6/16/2026 11:00,118.8,8,27.6,16.7
6/16/2026 12:00,119,8,28.5,16.1
6/16/2026 13:00,130.1,8.1,29.1,15.7
6/16/2026 14:00,134.4,8.1,29.4,15.4
6/16/2026 15:00,137,8.1,29.5,15.3
6/16/2026 16:00,135.7,8.1,29.2,15.5
6/16/2026 16:00,135.7,8.1,29.2,15.5
6/16/2026 17:00,137.5,8.1,29.5,15.3
6/16/2026 17:00,137.5,8.1,29.5,15.3
6/16/2026 18:00,129.9,8.1,29.4,15.4
6/16/2026 18:00,129.9,8.1,29.4,15.4
6/16/2026 19:00,120.8,8,29.9,14.7
6/16/2026 19:00,120.8,8,29.9,14.7
6/16/2026 20:00,117.5,8,30.6,13.6
6/16/2026 20:00,117.5,8,30.6,13.6
6/16/2026 21:00,116.4,8,29.7,14.6
6/16/2026 21:00,116.4,8,29.7,14.6
6/16/2026 22:00,110.9,7.9,29.7,14.7
6/16/2026 22:00,110.9,7.9,29.7,14.7
6/16/2026 23:00,114.9,8,28.7,15.9
6/16/2026 23:00,114.9,8,28.7,15.9
6/17/2026 0:00,110.1,8,29.1,15.7
6/17/2026 0:00,110.1,8,29.1,15.7
6/17/2026 1:00,111.6,7.9,29.6,14.9
